artist_name,music_name,music_id,release_date,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key
ElvisPresley,Tutti Frutti,6ePcDDP1t0GHmIQSBd7FwY,1956-03-23,51,0.68,0.635,117560,0.618,0.0,0.189,0.912,-8.619,0.0589,114.188,7
EllaFitzgerald LouisArmstrong,Dream A Little Dream Of Me - Single Version,78MI7mu1LV1k4IA2HzKmHe,1957-01-01,71,0.913,0.443,185160,0.104,0.0,0.191,0.394,-17.042,0.101,76.497,0
BillieHoliday,I'll Be Seeing You,4smkJW6uzoHxGReZqqwHS5,1957-01-01,63,0.989,0.355,211533,0.0304,0.0555,0.116,0.188,-20.479,0.0361,90.495,1
LittleRichard,Tutti Frutti,2iXcvnD3d1gfLBum0cE5Eg,1957-03,64,0.7929999999999999,0.555,144227,0.6579999999999999,0.0,0.118,0.937,-3.866,0.0541,184.835,5
LittleRichard,Long Tall Sally (The Thing),507IFqPuG8mBQoKebfGG9t,1957-03,62,0.755,0.474,127427,0.608,0.0,0.0928,0.888,-5.1389999999999985,0.0825,184.694,5
BillieHoliday,Strange Fruit,1CTex49P0iWwzUGsMNjgaV,1957-01-01,62,0.989,0.313,192867,0.0437,0.14800000000000002,0.209,0.0625,-22.627,0.0315,100.827,6
PatsyCline,Walkin' After Midnight,7E8nKMtXMqIQbvl1Ta9Ucw,1957-08-05,56,0.809,0.757,154667,0.196,0.0,0.14,0.813,-15.395,0.0386,90.305,0
TheChordettes,Mr. Sandman - 1954 #1 Billboard chart hit,3zopUGxKy1Uz4cKtDGjZry,1957,56,0.7090000000000001,0.623,143133,0.315,0.0,0.0874,0.625,-12.321,0.0475,110.38,9
JohnnyCash,Folsom Prison Blues,0Avmi9t3sOcaGSs1DSbgDg,1957-10-11,57,0.691,0.754,168554,0.54,7.509999999999998e-05,0.0868,0.79,-8.326,0.0266,101.738,5
FrankSinatra,The Lady Is A Tramp - Remastered,4Z4eU8yoBtBGIQPQrhCFr2,1957-06,60,0.515,0.551,194307,0.14400000000000002,0.0,0.187,0.648,-13.883,0.0392,128.122,8
RayCharles,Mess Around,7DJsL4jyXA39GDiHFQYQ0t,1957-01-01,58,0.4370000000000001,0.565,160227,0.962,0.0,0.056,0.906,-2.9810000000000003,0.064,148.808,8
DorisDay PaulWestonAndHisOrchestra,Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood),2HyPrPSANTIPkR6CfiytwY,1957-11-11,56,0.921,0.386,223373,0.125,6.42e-06,0.0919,0.254,-17.695,0.0394,147.721,0
FrankSinatra,Autumn Leaves - 1999 / Digital Remaster,1Yv6PMPkvLdCIFbm9kanaz,1957-09,55,0.868,0.21600000000000005,172867,0.105,4.84e-05,0.181,0.0774,-17.766,0.0319,81.422,2
MilesDavis,'Round Midnight,5vb7At47uO0yPGfmYnAHuw,1957-03-18,56,0.79,0.495,355333,0.182,0.000368,0.129,0.203,-11.116,0.0467,112.89,10
EllaFitzgerald LouisArmstrong,Autumn In New York,0f2489MzoisF9pKduawvce,1957-02-25,54,0.955,0.425,356627,0.0469,0.0,0.13699999999999998,0.154,-18.612,0.0354,135.335,7
CarlPerkins,Blue Suede Shoes,3Qylbx7tZcsP9RggQ6umUh,1957,55,0.448,0.5479999999999999,134446,0.675,8.53e-05,0.297,0.965,-7.318,0.0364,168.891,4
FrankSinatra,Nice Work If You Can Get It - Remastered,1mxW31WHnp0Rq1RQrhMPDj,1957-06,53,0.476,0.518,141760,0.32,0.0,0.0952,0.5920000000000001,-11.514,0.0366,132.512,9
LittleRichard,Rip It Up,5tHFPtV7dT01fxDe2AhKjD,1957-03,53,0.672,0.895,141400,0.636,3.31e-06,0.0207,0.967,-6.0429999999999975,0.06,95.922,5
TheCrickets,Oh Boy!,67hwwxmDrx5UYmGRSm7bHw,1957-01-01,52,0.75,0.5329999999999999,128960,0.556,0.0,0.194,0.8759999999999999,-9.322,0.0416,96.501,9
FrankSinatra,With Every Breath I Take - Remastered,3xW8q9WgpTGfHr78ZHb0d0,1957,52,0.846,0.292,218293,0.0761,0.007790000000000002,0.102,0.151,-20.708,0.0389,127.014,1
JohnnyMercer ThePiedPipers,Personality,2qkqnpWaSM6zWqDpQWaFEL,1957-01-01,50,0.894,0.741,169627,0.147,0.0,0.126,0.8270000000000001,-16.563,0.0613,134.465,5
BlossomDearie,'Deed I Do,2dLM74n8z8UgW9NQhSbhm1,1957-04-01,52,0.895,0.5660000000000001,133667,0.218,6.06e-05,0.0956,0.434,-16.936,0.0369,134.13,7
JavierSolís,Renunciación,1hGx333PlqfWtTuPdyKmY6,1957,54,0.612,0.374,177467,0.317,2.37e-05,0.245,0.51,-9.113,0.0373,134.957,0
FrankSinatra,I Couldn't Sleep A Wink Last Night - Remastered,4Hbk7bsJPmM0CkVOElCBdB,1957,50,0.907,0.228,205467,0.125,0.000425,0.171,0.21600000000000005,-17.576,0.0369,85.09100000000002,8
ChuckBerry,School Day (Ring Ring Goes The Bell),3RYwxAkUbHCzCmX8M0C0Zd,1957-05-01,51,0.821,0.773,160693,0.872,1.64e-05,0.109,0.947,-5.157,0.0438,130.94799999999998,7
MilesDavisQuintet,My Funny Valentine - Rudy Van Gelder Remaster,5FYgwqjjq9kPCMj8yArfTr,1957,53,0.924,0.551,358200,0.119,0.00264,0.119,0.243,-15.468,0.0435,70.12899999999999,0
JuniorWells,She's A Sweet One,2Cg3GUkhjX96nO4p2WRlIa,1957,50,0.15,0.705,181786,0.483,0.0265,0.202,0.713,-12.209,0.0542,122.863,1
FrankSinatra,Come Fly With Me - Remastered,4hHbeIIKO5Y5uLyIEbY9Gn,1958,69,0.845,0.574,199093,0.338,0.0,0.165,0.493,-11.376,0.042,67.008,6
ElvisPresley,Jailhouse Rock,4gphxUgq0JSFv2BCLhNDiE,1958-03-21,73,0.41,0.647,146480,0.5820000000000001,1.93e-06,0.0715,0.915,-9.538,0.0755,167.396,10
BobbyDay,Rockin' Robin,4FlYcJnfkeBpowEHJ72Bmt,1958-01-01,63,0.298,0.541,160080,0.608,0.0,0.234,0.938,-13.083,0.106,171.99200000000005,7
BuddyHolly,Everyday,39lnzOIUCSNaQmgBHoz7rt,1958,64,0.584,0.747,129120,0.219,2.57e-05,0.107,0.498,-12.562,0.0371,135.562,3
DeanMartin,Volare (Nel Blu Di Pinto Di Blu) - Remastered,5OkKOkdVTKFrYi6GWXkMzR,1958,64,0.88,0.612,181627,0.14400000000000002,0.0,0.203,0.343,-12.204,0.0352,128.629,6
LouisArmstrong EllaFitzgerald,Summertime,2gNjmvuQiEd2z9SqyYi8HH,1958-01-01,66,0.916,0.172,298133,0.0696,0.00199,0.13699999999999998,0.103,-21.295,0.0339,167.97400000000005,11
BuddyHolly,Peggy Sue,2OARIMw1hpehr86Iwmv04c,1958,62,0.947,0.6759999999999999,150960,0.424,0.0004940000000000001,0.119,0.493,-8.132,0.0329,148.373,9
BobbyDarin,Splish Splash,40fD7ct05FvQHLdQTgJelG,1958,60,0.385,0.645,131720,0.943,0.0,0.37,0.965,-1.526,0.0393,147.768,0
BuddyHolly,That'll Be The Day,50RwvvEKX5Q7AZt8FTAwIF,1958-06-01,62,0.467,0.536,150133,0.637,0.0,0.0838,0.7979999999999999,-7.774,0.0343,115.24,2
ElvisPresley,Heartbreak Hotel,6xNwKNYZcvgV3XTIwsgNio,1958-03-21,62,0.84,0.696,127560,0.21,1.62e-06,0.107,0.7170000000000001,-11.922,0.067,93.543,4
ElvisPresley,All Shook Up,5ueyLj6e6oVaTY0KQ6yLaA,1958-03-21,61,0.8809999999999999,0.624,117080,0.468,6.35e-06,0.14400000000000002,0.952,-12.162,0.132,74.139,10
NinaSimone,My Baby Just Cares for Me - 2013 Remastered Version,6VTbbVjKOC2qWagIDbkJrC,1958-06-24,67,0.8290000000000001,0.746,215747,0.243,1.02e-06,0.0905,0.425,-15.134,0.123,118.578,4
TheBigBopper,Chantilly Lace,07GtDOCxmye5KDWsTSACPk,1958-01-01,56,0.841,0.489,145267,0.8059999999999999,2.9600000000000005e-05,0.0687,0.944,-6.0539999999999985,0.0858,172.269,3
"""HowlinWolf""",Smokestack Lightnin',2HUZVffVPXvqnrml0gXggp,1958-03-01,59,0.8440000000000001,0.6609999999999999,188400,0.342,0.000128,0.26,0.588,-16.361,0.043,146.118,9
BillieHoliday,Crazy He Calls Me,4mQz22nF9cyWqwuErTqc6V,1958-01-01,57,0.8490000000000001,0.483,185280,0.145,3.5000000000000016e-06,0.214,0.284,-14.423,0.039,72.863,1
BillieHoliday,April In Paris,34zhjduFdQFhkRUJ230h9T,1958-01-01,58,0.927,0.496,185587,0.127,7.070000000000001e-05,0.132,0.211,-14.211,0.0382,74.74600000000002,0
JohnnyMathis RayConniff,Chances Are (with Ray Conniff & His Orchestra),6sAcECONsANle5n0rnP2at,1958-03-17,54,0.885,0.212,182440,0.316,0.0,0.103,0.271,-9.429,0.0314,83.59700000000002,10
BuddyHolly,Rave On,33aYzW5ToRjiFOzkubeJ8H,1958,57,0.611,0.5660000000000001,109960,0.711,6.59e-06,0.417,0.961,-6.5360000000000005,0.0335,159.629,0
FrankSinatra,Moonlight In Vermont - Remastered,1ymaji9iiLLfPOq91srHeH,1958,54,0.743,0.309,212907,0.0887,4.02e-05,0.181,0.237,-19.458,0.0342,84.79,1
ThePlatters,Twilight Time - Single Version,3MpGQae6zAFd7Z1FdLV9fV,1958-01-01,57,0.747,0.455,168293,0.361,0.0,0.238,0.285,-12.562,0.0473,115.854,9
LouDonaldson,Autumn Nocturne,4zPDjRgceGrR0Sm54YDTTf,1958,56,0.967,0.539,294667,0.0678,0.168,0.114,0.263,-18.039,0.0468,124.105,0
ChuckBerry,Sweet Little Sixteen,4GWHrdyVTC0AWwuRgoWzE7,1958-03-01,54,0.575,0.507,180747,0.627,0.0,0.198,0.962,-7.837999999999999,0.0354,175.30900000000003,1
ElvisPresley,"Love Me Tender - From the 20th Century-Fox CinemaScope Production, ""Love Me Tender""",4GAhAw0RCzNVP976NRMOqO,1958-03-21,56,0.907,0.396,161360,0.0373,4.41e-05,0.111,0.302,-18.642,0.0416,103.051,9
BoDiddley,I'm A Man,760clbeDBWmBsBLbszWuNZ,1958-01-01,57,0.333,0.513,164547,0.546,0.0,0.17,0.8340000000000001,-15.672,0.0391,85.527,0
DeanMartin,Return To Me (Ritorna-Me) - 1997 Remaster,6YAgmqaeo8Fm3pne8OJEBo,1958,51,0.966,0.267,144800,0.205,0.00203,0.113,0.17800000000000002,-13.75,0.0348,88.584,2
MilesDavis,Milestones,1xicvSO4CJ2ymqYgpk7DFh,1958-04,54,0.442,0.5529999999999999,342067,0.546,0.0005139999999999999,0.16699999999999998,0.7,-7.459,0.0341,118.215,9
BoDiddley,Bo Diddley,2R7uUQ0Dehu80gsOcydQC9,1958-01-01,52,0.17600000000000002,0.809,149013,0.701,0.0,0.184,0.563,-12.484000000000002,0.0574,105.696,0
JavierSolís,Esclavo y Amo,6FdA99MiSW1e18f2vEAx27,1958,59,0.866,0.251,177013,0.308,6.18e-05,0.258,0.287,-11.544,0.0389,186.614,0
RickyNelson,Poor Little Fool - Remastered,5ayybTSXNwcarDtxQKqvWX,1958-07-01,50,0.648,0.474,153933,0.338,0.0,0.13,0.81,-11.528,0.0299,154.596,0
SarahVaughan,Misty,7gHFBNy0Qn86xGKJ9OdFTw,1958-07-07,54,0.976,0.224,179373,0.214,0.00094,0.3670000000000001,0.14,-14.455,0.0348,83.906,2
BillieHoliday,I'm a Fool to Want You,6Rvz1jM5eUqzNs2Pi8RMTG,1958-06,52,0.695,0.244,203267,0.233,0.00059,0.282,0.262,-16.583,0.0413,78.08800000000002,9
ElvisPresley,"I Want You, I Need You, I Love You",60tEaPHRJLnMzbyOPTeh3A,1958-03-21,52,0.875,0.441,159920,0.33,0.0,0.31,0.726,-11.186,0.0301,78.744,0
JoséAlfredoJimenez,Un Mundo Raro,6l13zG1kziZAn5LnaIqFjv,1958-02-28,53,0.818,0.5489999999999999,228440,0.147,0.0,0.338,0.615,-17.026,0.0667,76.473,7
NinaSimone,I Loves You Porgy - 2013 Remastered Version,0kDpFPQgQYeZ7t04Quiwkn,1958-06-24,52,0.956,0.477,249782,0.0494,2.21e-06,0.109,0.195,-21.157,0.0652,62.434,4
JackieWilson,Reet Petite,3h4udS0WeWbsur3yfjvnm4,1958,56,0.447,0.664,169240,0.66,0.0,0.298,0.873,-6.526,0.13,84.345,5
ChuckBerry,Rock And Roll Music,09hxCc0SgV8u46gWsfeqJA,1958-03-01,50,0.418,0.529,151773,0.768,0.000947,0.0655,0.871,-6.2010000000000005,0.0446,165.225,8
ChampionJackDupree,Junker's Blues,31GIhpOQpKCzlnuPn03pBQ,1958,50,0.856,0.779,192707,0.155,7.82e-06,0.0974,0.696,-21.57,0.112,103.252,5
ElvisPresley,King Creole,5PK7WXObjGgZrtGOo5FBTW,1958-09-19,51,0.846,0.412,127813,0.55,0.0,0.0851,0.907,-9.173,0.0528,81.814,10
BillieHoliday,Speak Low,17SIqmKU86yUoUq41MyklH,1958-01-01,50,0.941,0.627,269147,0.274,0.00108,0.094,0.523,-12.764,0.0482,116.621,0
ChuckBerry,Johnny B. Goode,2QfiRTz5Yc8DdShCxG1tB2,1959-07-01,74,0.741,0.534,161560,0.8029999999999999,6.07e-05,0.307,0.969,-9.129,0.0743,167.983,10
MartyRobbins,Big Iron,0AQquaENerGps8BQmbPw14,1959,67,0.8029999999999999,0.726,235733,0.474,0.0,0.258,0.57,-7.834,0.0491,116.027,1
BobbyDarin,Beyond the Sea,3KzgdYUlqV6TOG7JCmx2Wg,1959,66,0.723,0.521,172480,0.516,0.0,0.257,0.569,-7.456,0.0369,136.483,2
MartyRobbins,El Paso,4f8hBeMXMvssn6HtFAtblo,1959,62,0.835,0.654,259307,0.452,2.89e-05,0.16,0.691,-9.709,0.03,106.662,2
RitchieValens,La Bamba - Single Version,2aEeghgUcnu75tzcolFMfs,1959,64,0.787,0.516,126960,0.809,0.000331,0.303,0.939,-6.419,0.0545,75.09899999999998,0
RitchieValens,We Belong Together,7caj6X6NMX3tlhWnu1du6V,1959,60,0.872,0.684,116627,0.247,0.000166,0.113,0.768,-13.71,0.0281,106.522,5
MilesDavis,Blue in Green,0aWMVrwxPNYkKmFthzmpRi,1959-08-17,65,0.81,0.421,337733,0.0161,0.0021,0.0978,0.16,-25.358,0.0374,110.926,2
Dion&TheBelmonts,A Teenager In Love,0QGwOFQChzflLAmPq5NwKo,1959-01-01,61,0.6709999999999999,0.555,158253,0.377,0.0,0.128,0.619,-9.123,0.0295,78.986,1
TheFlamingos,I Only Have Eyes for You,3YdKJzcoMZMacISlpY4QoP,1959-08-11,60,0.916,0.552,202773,0.313,0.0017,0.12,0.303,-12.41,0.0296,88.554,5
BobbyDarin,Mack the Knife,3E5ndyOfO6vFDEIE42HA8o,1959,62,0.76,0.5489999999999999,184333,0.529,0.0,0.206,0.464,-12.291,0.108,82.755,3
FatsDomino,Ain't That A Shame,4ZfQwNx3FlCN07cnUvekh3,1959-01-01,58,0.767,0.486,152200,0.501,7.6e-05,0.0679,0.942,-8.57,0.0326,122.894,4
TheDaveBrubeckQuartet,Take Five,1YQWosTIljIvxAgHWTp7KP,1959-12-14,65,0.539,0.454,324133,0.26,0.00078,0.0675,0.598,-13.193,0.0401,174.322,8
RayCharles,"What'd I Say, Pt. 1 & 2",5yQ9iMZXGcr5rlO4hoLsP4,1959,62,0.8079999999999999,0.54,307053,0.6809999999999999,0.0,0.162,0.794,-5.44,0.0508,88.385,4
ThePlatters,Smoke Gets In Your Eyes,2vSxjnyrWrtxyfzO47EX6q,1959-01-01,62,0.92,0.203,160933,0.295,2.05e-06,0.173,0.285,-11.155,0.0323,171.222,3
MartyRobbins,They're Hanging Me Tonight,4G9f3VGp9wjE49JUfg3XtO,1959,54,0.799,0.688,184707,0.197,0.0,0.17800000000000002,0.555,-12.688,0.0399,104.698,5
CharlesMingus,Goodbye Pork Pie Hat,3PJMsxg6rz9FOo6xNiASXz,1959,59,0.957,0.35600000000000004,342373,0.0937,0.096,0.209,0.278,-16.64,0.0353,86.669,8
RitchieValens,Donna - Single Version,0VE4ayVlGs5DBoqOdgJ0Zv,1959,56,0.8640000000000001,0.472,150973,0.225,0.0,0.111,0.29,-12.581,0.0263,100.299,5
MartyRobbins,The Master's Call,62rmfpQuieSgCITPX819sR,1959,53,0.809,0.693,185467,0.387,0.0,0.117,0.56,-9.995,0.0815,100.738,3
RitchieValens,"Come On, Let's Go",4cRfSR0QxDlXRHTKyEOu93,1959,55,0.7879999999999999,0.616,124587,0.7240000000000001,3.16e-06,0.128,0.809,-8.101,0.042,81.402,9
Dion&TheBelmonts,I Wonder Why,7vAw4LLIms6X8ZHcbtoazz,1959-01-01,53,0.569,0.506,141387,0.6990000000000001,0.0,0.158,0.901,-3.834,0.0348,103.463,10
RickyNelson,Lonesome Town,0SsYlkXxZ5vkWOTsKxMfMz,1959-01-01,57,0.794,0.404,134040,0.193,0.000296,0.103,0.273,-12.501,0.0305,77.02600000000002,11
FatsDomino,Blueberry Hill,06PdA0DLgF4BfAeUNZAbFG,1959-01-01,56,0.74,0.489,147880,0.499,0.000236,0.156,0.8290000000000001,-9.702,0.0271,133.341,11
MartyRobbins,Saddle Tramp,68FTJoO8edSpzuYb6lGW6P,1959,51,0.8420000000000001,0.6659999999999999,123373,0.493,0.0,0.225,0.611,-9.593,0.0297,90.842,5
ChuckBerry,Maybellene,3SQhmctWreNM0X6Zkm2K5R,1959-07-01,56,0.735,0.7559999999999999,143240,0.768,0.0,0.182,0.7829999999999999,-10.701,0.112,118.208,0
EllaFitzgerald,Blue Skies,0SIzIfR6913S1oqTbyg8YC,1959-01-01,55,0.8370000000000001,0.611,226360,0.285,0.0,0.102,0.604,-10.225,0.0682,79.46300000000002,0
JohnnyMathis,Misty,4uxsv9PjV3Yeyn51RdWvGJ,1959-08-10,55,0.8759999999999999,0.21600000000000005,216573,0.267,2.7e-05,0.109,0.218,-13.561,0.0351,82.098,8
MilesDavis,Stella By Starlight,4zxd4tiXPlWMqoJltbVTbE,1959-08-17,55,0.912,0.485,284560,0.14400000000000002,0.000114,0.0965,0.246,-12.824000000000002,0.0362,86.14299999999999,10
ConwayTwitty,It's Only Make Believe,1xVOttVNT27FBTD8iHjOfU,1959-01-01,51,0.86,0.461,132027,0.466,2.7600000000000014e-05,0.135,0.251,-9.627,0.0598,128.537,11
JohnnyCash,Five Feet High and Rising,0KSHmjK7OFtGocvbo7NZNO,1959-09-01,51,0.8029999999999999,0.754,107280,0.484,9.02e-06,0.0989,0.8009999999999999,-9.196,0.0609,82.76100000000002,10
FrankSinatra,Just In Time - 1998 Remaster,4atI4s4twgaBjdjfupti2e,1959,52,0.21,0.586,144133,0.322,0.0,0.0737,0.665,-11.43,0.04,127.02,8
FrankSinatra,Why Try To Change Me Now? - Remastered,4FylEaO7ZcbRNLhRairniu,1959-07,52,0.953,0.222,221827,0.0653,0.000611,0.125,0.211,-19.459,0.0447,76.828,3
DinahWashington,What A Diff'rence A Day Made,66iKqUazBbTlAEjcZrpDkD,1959-02-19,58,0.925,0.387,151867,0.117,0.000171,0.109,0.166,-17.803,0.0299,93.575,0
PeggyLee,Fever,3aPlQWU07jGgyHaBHVS5TS,1959-05-04,52,0.23,0.838,199600,0.171,0.0,0.11,0.397,-12.614,0.0729,135.925,4
DukeEllington,Haupe,05d3KM9JTyNnnWIjo8PKvf,1959,51,0.905,0.415,156307,0.0187,0.194,0.0979,0.14,-20.209,0.0363,111.42,10
ElvisPresley,That's All Right,0tHcXWIYt99GY8BONrPIfA,1959-01-23,53,0.8079999999999999,0.655,115280,0.405,1.33e-06,0.116,0.696,-9.825,0.036000000000000004,105.272,2
NeilSedaka,Oh! Carol,5zvOXJrzzUlvXwyuwZ0toZ,1959-06-12,58,0.63,0.728,135467,0.7340000000000001,3.5600000000000005e-05,0.13699999999999998,0.965,-3.234,0.0318,135.078,11
DeanMartin,On An Evening In Roma (Sott'er Celo De Roma) - Remastered,16pUlUFjyp6BtDtxC0i9ch,1959,51,0.866,0.515,148467,0.117,0.0,0.245,0.753,-15.513,0.0427,140.84,7
RayCharles,It Had to Be You,76MSB9fAR5jXVcBXdK5xMy,1959,52,0.823,0.505,164666,0.17,2.87e-05,0.0619,0.305,-12.848,0.0325,82.88799999999998,3
ElvisPresley,Mystery Train,0GvhHQbWSnGltjl0je61dI,1959-01-23,53,0.5870000000000001,0.6990000000000001,144947,0.514,0.029,0.22,0.63,-12.61,0.0315,120.758,4
ScottMckenzie,San Francisco (Be Sure to Wear Flowers in Your Hair),66ujRcQB3xjilVohGyvTKM,1959,53,0.457,0.569,177333,0.428,5.08e-06,0.105,0.617,-13.038,0.0292,113.168,7
NeilSedaka,Calendar Girl,7Gpx2fNJiilvrf9Ss8qbit,1959-06-12,51,0.397,0.703,159693,0.649,0.0,0.209,0.862,-7.727,0.0312,122.719,8
PeggyLee,Ain't We Got Fun,1hqrv4RHtqRres6Szcibvv,1959-01-01,50,0.755,0.648,133813,0.241,0.0,0.146,0.634,-11.98,0.0407,135.887,7
MilesDavisQuintet,It Never Entered My Mind,6QlkHjQmo2YncQN5MQXgPZ,1959,53,0.892,0.476,323187,0.217,6.09e-05,0.0966,0.121,-10.75,0.0308,116.079,8
BillHaley&HisComets,"See You Later, Alligator",05eNEozACh10Rn0ewFnH8Y,1959-01-05,51,0.272,0.6629999999999999,166840,0.758,0.0,0.319,0.8140000000000001,-10.07,0.0571,157.19799999999995,10
NatKingCole,Perfidia,3QQl3tSiEooVLQvC8IT5EE,1959-09-13,53,0.7070000000000001,0.504,140707,0.28600000000000003,2.55e-06,0.112,0.593,-14.197,0.0466,97.916,5
EttaJames,At Last,4Hhv2vrOTy89HFRcjU3QOx,1960,74,0.547,0.274,179693,0.348,0.0133,0.334,0.328,-8.631,0.0293,87.43,5
SamCooke,You Send Me,0BFEyqJ9DJXS7gKg0Kj46R,1960-01-01,62,0.878,0.5529999999999999,165560,0.29100000000000004,0.0,0.129,0.407,-10.425999999999998,0.0301,96.217,4
EttaJames,A Sunday Kind Of Love,0zGLlXbHlrAyBN1x6sY0rb,1960,65,0.8290000000000001,0.421,196133,0.285,1.55e-06,0.233,0.402,-9.43,0.0293,85.861,2
SamCooke,Bring It On Home To Me,4yjz1aazw6R8ZURpGbCAkp,1960-01-01,63,0.617,0.482,165280,0.569,0.0,0.155,0.609,-5.897,0.0328,70.843,0
NeilSedaka,Breaking Up Is Hard to Do,2x6pbpjVGjiWCcH89IK8AX,1960-12-30,59,0.6990000000000001,0.743,139200,0.799,0.0,0.0635,0.965,-5.466,0.0375,116.112,8
EddieCochran,Summertime Blues,3oAWTk92mZBxKBOKf8mR5v,1960-05-01,62,0.116,0.7140000000000001,119360,0.8859999999999999,0.184,0.18,0.954,-8.629,0.0554,156.351,11
SamCooke,Cupid,6VqVieqjDEwS3mByMq4OzB,1960-01-01,57,0.484,0.474,158613,0.478,0.0,0.0833,0.831,-8.951,0.0343,120.326,7
DeanMartin,You're Nobody 'Til Somebody Loves You - Remastered/1997,4WUcNkpoNSKoe5MUuyzrfC,1960,57,0.7759999999999999,0.503,133933,0.182,0.0,0.17800000000000002,0.652,-16.651,0.0323,63.684,0
EttaJames,Stormy Weather,2IdwQxhJn9ZE4zIotcCefR,1960,59,0.613,0.262,187667,0.35600000000000004,0.0,0.175,0.426,-8.031,0.0303,174.176,0
JohnColtrane,Naima,1hVRTl4yhWmGW7ImZoO22e,1960,58,0.948,0.303,258266,0.0141,0.0944,0.0792,0.157,-19.759,0.0418,171.43900000000005,10
FrankSinatra,Nice 'n' Easy - Remastered,5Z7bkW3dsu8jLdv3dEGxly,1960-07,54,0.772,0.536,165760,0.14800000000000002,0.0,0.101,0.509,-14.903,0.031,109.295,0
BrendaLee,I'm Sorry,4LJcNiq2pBb8OeqrGdBJQw,1960-08-01,57,0.868,0.5579999999999999,161547,0.223,0.000972,0.13,0.303,-12.362,0.0299,101.711,10
PattiPage,Tennessee Waltz,0BHroBUvBAp561BYqC9LRK,1960-09-07,54,0.969,0.373,185000,0.124,0.000891,0.123,0.35100000000000003,-12.95,0.0342,86.85700000000001,5
EddieCochran,C’Mon Everybody,7ItZM6DMZE2m1X7yIaRxjq,1960-05-01,55,0.121,0.627,118227,0.7,0.0111,0.188,0.856,-9.657,0.0522,175.33,3
FrankSinatra,Ring-A-Ding-Ding,3mYKVGjd2OYEOdL3j8PZ5Q,1960-12-19,53,0.614,0.5760000000000001,164320,0.321,0.0,0.29600000000000004,0.664,-11.602,0.0938,159.226,10
ElvisPresley,Pocketful of Rainbows,6lSGhstIFdvPT0mYbTM6Y2,1960-09-23,54,0.892,0.435,154533,0.187,4.51e-05,0.105,0.349,-16.958,0.0462,116.602,2
EttaJames,All I Could Do Was Cry,7Ca3Zb8wejNYCoei3tlJ9e,1960,51,0.725,0.363,175627,0.244,8.87e-05,0.456,0.512,-8.968,0.0303,173.509,8
JohnColtrane,Giant Steps,47vmcuvMWFIsMaiHFIGSIu,1960,51,0.441,0.431,283440,0.491,0.000458,0.134,0.5770000000000001,-10.746,0.0562,148.243,0
DeanMartin,On The Street Where You Live - Remastered,6qMMQzYTKabamnMPlCmfxb,1960,50,0.768,0.64,221413,0.154,0.0,0.0551,0.481,-14.05,0.042,126.045,6
ElvisPresley,Fever,73m8WuJlhzVusTVzJCGaDZ,1960-04-08,56,0.742,0.711,212920,0.0939,0.0644,0.112,0.392,-21.255,0.0486,61.657,1
TheMoodyBlues,Go Now!,0LXCH2FepNHonEtz61tenS,1960,50,0.385,0.343,191013,0.522,0.0,0.132,0.693,-10.082,0.0348,119.911,5
RayConniff,Bésame Mucho,3OxZRHorxhJmbNtjr0j4hE,1960,56,0.603,0.635,156200,0.31,0.174,0.139,0.603,-14.43,0.0315,120.675,2
ElvisPresley,Can't Help Falling in Love,44AyOl4qVkzS48vBsbNXaC,1961-10-20,78,0.941,0.396,182360,0.293,0.000196,0.105,0.343,-14.062,0.0275,100.307,2
Dion,Runaround Sue,1DndHckdH9m5rp6gYP086b,1961,64,0.451,0.364,171600,0.607,0.0,0.251,0.598,-9.791,0.125,79.987,2
TheMarvelettes,Please Mr. Postman,6jX5mso4x00c1EiNMrTU9U,1961,68,0.7290000000000001,0.785,148040,0.7759999999999999,0.0,0.181,0.967,-5.259,0.0312,121.505,2
PatsyCline TheJordanaires,Crazy - Single Version,3zpj9dvJABiyMrmLCPw6i8,1961-11-27,65,0.931,0.471,164573,0.021,1.19e-06,0.103,0.35600000000000004,-24.385,0.0366,107.765,10
DeanMartin,Ain't That A Kick In The Head,7fQ3PYTYdu208fQ3JEm2U7,1961,60,0.604,0.586,147293,0.253,0.0,0.3,0.718,-11.93,0.0538,108.168,6
PatsyCline TheJordanaires,I Fall To Pieces - Single Version,6zFsz86nAj5gcvzyVqNL3k,1961-11-27,61,0.917,0.481,171333,0.0568,0.0,0.12,0.505,-20.508000000000006,0.0357,111.799,10
Dion,The Wanderer,3v8d3ku3kiTZVPxEt7a2dE,1961,58,0.301,0.59,168640,0.546,0.0,0.0936,0.855,-10.213,0.0436,114.04,7
TheShirelles,Will You Love Me Tomorrow,0bwy3sGHeYwng2Ioicq6wf,1961-01-01,63,0.312,0.55,160693,0.382,1.11e-05,0.221,0.464,-6.4289999999999985,0.0263,136.128,0
DelShannon,Runaway,45Szkclj1lt4ubm7RFK68t,1961-01-01,61,0.153,0.594,137307,0.5329999999999999,1.49e-05,0.172,0.7290000000000001,-7.9929999999999986,0.0438,78.55199999999998,10
RoyOrbison,Only the Lonely,0PkBTqRtN25z3oKasWoKlj,1961,62,0.377,0.57,145533,0.529,0.00509,0.203,0.934,-10.769,0.028,123.273,5
