artist_name,music_name,music_id,release_date,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key
Sade,Like a Tattoo,5u96Mfn0iLEW2Ch6zVSJNV,1992-12-16,50,0.922,0.557,218000,0.16,0.0007559999999999999,0.0996,0.133,-16.302,0.0315,136.014,5
LosFelinos,Lápiz Labial,0bndT74WaGo5vnd6TLex8U,1992-11-27,52,0.392,0.769,172513,0.5770000000000001,0.0,0.122,0.933,-10.182,0.0395,89.899,7
TheLemonheads,It's A Shame About Ray - Remastered,0ccE7u6mHbB1LaSc1ZIQWm,1992,50,0.00164,0.645,187040,0.792,0.000126,0.0799,0.705,-8.671,0.0304,131.393,9
ToriAmos,Smells Like Teen Spirit - 2015 Remaster,1kWqRB6PHLM9QTfaXuHpIV,1992-01-06,54,0.93,0.251,195160,0.263,0.00172,0.0954,0.199,-12.538,0.0327,177.217,8
AnnieLennox,Little Bird,1KX8GhTteEUlkbfzaRzbsx,1992-04-02,52,0.247,0.767,292426,0.521,0.00124,0.303,0.672,-9.145,0.0351,124.995,9
DefLeppard,Two Steps Behind - String / Acoustic Version,0hJnqEmo8DeMmRhh6mwAof,1993-10-05,56,0.117,0.456,256486,0.419,0.0,0.17800000000000002,0.425,-10.594,0.0247,146.148,2
Nirvana,Milk It,4rtZtLpriBscg7zta3TZxp,1993-09-21,53,0.00064,0.468,234747,0.524,0.0221,0.131,0.537,-12.38,0.0474,136.293,1
U2,"Stay (Faraway, So Close!)",1E1ylgIWTW2yE0glywYLb6,1993-07-05,61,0.18600000000000005,0.561,298427,0.51,0.0575,0.0674,0.7190000000000001,-12.175,0.0258,94.079,8
HarryConnick Jr.,A Wink and a Smile,5XMJBKj01EU7asjQCAlYhu,1993-06-14,51,0.875,0.7340000000000001,166360,0.203,0.000124,0.0902,0.519,-13.658,0.0457,112.166,7
MinnieRiperton,Inside My Love - Remastered,1HdNTlZrGTlgxDn31GB6Sv,1993-01-01,53,0.519,0.527,238693,0.279,0.0211,0.116,0.256,-12.679,0.0297,90.728,10
JerryRivera,Qué Hay de Malo,7t5cskTjWtXVQ6h1yI69op,1993-10-19,56,0.598,0.735,298640,0.61,0.0,0.0541,0.789,-8.635,0.0439,91.951,1
CrashTestDummies,Mmm Mmm Mmm Mmm,31v2AQlx4pDI7kmnLxBkem,1993-04-05,65,0.25,0.58,235173,0.575,1.83e-05,0.0813,0.37,-7.72,0.0231,92.934,3
MazzyStar,Five String Serenade,7pfqtkZsNheOoDziqquDT3,1993-01-01,53,0.504,0.407,264467,0.0926,0.127,0.117,0.205,-20.77,0.0318,161.916,7
Prince,She's Always in My Hair,5xcb3TD6lZ4X7RId59DNxo,1993-09-13,50,0.0891,0.7290000000000001,207427,0.777,0.000647,0.0469,0.7879999999999999,-10.157,0.0424,92.308,9
"""GunsNRoses""",Since I Don't Have You,5sVf9kN90ScddiT3SdT9Qh,1993-01-01,62,0.465,0.466,259907,0.632,0.000256,0.135,0.246,-6.94,0.0326,68.893,6
FaithHill,Piece of My Heart,5I7a2zThNmOtlbwrRlcN88,1993-01-01,52,0.206,0.597,241280,0.7020000000000001,1.58e-06,0.503,0.847,-8.38,0.0348,164.916,3
MichaelJackson,"Will You Be There (Theme from ""Free Willy"")",2rN2WzftSKZzDLFApWECWz,1993-07-16,50,0.6629999999999999,0.66,352893,0.443,0.0182,0.114,0.416,-10.199,0.0373,82.984,1
LosBukis,Inalcanzable,3YNhseaEfQLngrwY05BsNs,1993-01-01,50,0.0838,0.569,273947,0.402,0.0,0.34,0.303,-10.456,0.025,136.656,2
VicenteFernández,Lástima Que Seas Ajena,5knj5DnKoHo30GHlHbvkyt,1993,54,0.5920000000000001,0.478,257267,0.336,0.0,0.146,0.585,-8.84,0.0371,110.881,9
BayCityRollers,Saturday Night,78zYiMv9yNTHgmm6kaUPCm,1993-05-14,50,0.199,0.514,174400,0.6809999999999999,0.0356,0.0745,0.913,-10.026,0.065,136.821,7
Morphine,Buena,2SSBJhvMsujY94GK5JAtKs,1993,54,0.106,0.5760000000000001,199667,0.494,0.174,0.13,0.5870000000000001,-12.242,0.0605,96.478,10
RobertPlant,29 Palms - 2006 Remaster,5hrsqusQlSqlWpvtjJpxPq,1993-05-25,56,0.0893,0.655,290987,0.677,0.000123,0.127,0.7859999999999999,-7.254,0.0256,116.825,7
MartaSánchez,Desesperada,20WaSPMyeIO7NntPpn1FM5,1993-01-01,60,0.008709999999999999,0.772,227733,0.935,7.62e-06,0.063,0.867,-4.805,0.0732,98.226,6
Nirvana,Radio Friendly Unit Shifter,0W0s27FypnkXjJTJKUAnx0,1993-09-21,52,0.000333,0.32,291547,0.937,0.159,0.344,0.684,-10.392,0.0553,155.621,6
VíctorManuelle,Dile A Ella,45nyOQWvhjn9bfAoTIKCuJ,1993,54,0.35100000000000003,0.467,305067,0.8540000000000001,1.89e-06,0.313,0.7090000000000001,-5.255,0.0955,184.996,2
JoanSebastian,Verdad Que Duele,6HzwkpPOXBCRrkCMd99BRS,1993-06-18,54,0.111,0.764,171979,0.541,1.92e-05,0.104,0.825,-9.738,0.036000000000000004,100.479,3
Nirvana,Scentless Apprentice,54UFDHWI2q7WHfrGbSNWph,1993-09-21,50,1.53e-06,0.31,228053,0.83,0.146,0.13699999999999998,0.617,-8.527000000000001,0.0482,170.56799999999996,1
Aerosmith,Eat The Rich,0CFtlafteObzOEuJdESQkb,1993-01-01,53,0.00687,0.569,249707,0.93,0.000143,0.37,0.696,-4.637,0.0525,122.957,11
2Unlimited,No limit - RAP VERSION,5sqf1N65NUzVXVAwjgOVJg,1993-05-10,64,0.00872,0.65,224221,0.985,0.00421,0.0485,0.757,-14.404000000000002,0.0445,141.046,5
EltonJohn Rupaul,Don't Go Breaking My Heart,5knatk8Xid2nNvr4D6Tdjg,1993-11-22,52,0.0783,0.659,299600,0.979,0.00106,0.125,0.787,-10.155,0.0433,134.013,0
GreenDay,Sassafras Roots,4oqF9y2thGJh7hFd1hqItt,1994-02-01,54,5.03e-05,0.172,157627,0.97,0.00479,0.257,0.8809999999999999,-5.104,0.0409,182.451,8
Nirvana,Jesus Doesn't Want Me For A Sunbeam,7oBazz4xCO7Ul3MJHhKy0Q,1994-11-01,57,0.0638,0.51,277267,0.6409999999999999,3.65e-06,0.272,0.295,-10.312,0.0812,113.646,8
TheOffspring,Self-Esteem,7oMQBs40QK1wQ3dI4pc29Q,1994-04-08,57,0.0407,0.482,257827,0.932,0.0,0.358,0.7020000000000001,-3.463,0.0594,104.532,0
Prong,"Snap Your Fingers, Snap Your Neck",7hgtn706RqLE5q1mWe8aQx,1994,53,7.48e-05,0.6679999999999999,251533,0.7879999999999999,0.108,0.0792,0.6920000000000001,-6.752000000000002,0.0424,137.38,5
LosAngelesNegros,Y Volveré,1skQgtTyuxpGsKgWUEhz7s,1994-08-02,60,0.5329999999999999,0.586,243573,0.258,2.05e-05,0.0803,0.377,-15.335,0.0286,91.714,11
Aerosmith,What It Takes,2fAYTT9kcUm8tnUrhD80sC,1994-01-01,50,0.0286,0.522,310533,0.738,5.8e-06,0.4,0.461,-6.422999999999999,0.031,142.702,0
GreenDay,F.O.D.,409hGnupGUeqjzpv4Ycs3g,1994-02-01,54,0.0341,0.404,170760,0.322,2.31e-05,0.123,0.7759999999999999,-10.904000000000002,0.0582,82.2,1
EverythingButTheGirl,Missing - 2013 Remaster,79WrmdVsLbwRTUCiH7cPsa,1994-06-13,62,0.077,0.677,247200,0.484,4.75e-05,0.135,0.6970000000000001,-10.505999999999998,0.0324,123.534,9
VinceGill,Whenever You Come Around,3PHLZ5wmtyZha1pp2405OT,1994-01-01,51,0.736,0.7190000000000001,259160,0.22,9.4e-06,0.118,0.168,-11.811,0.0294,115.375,11
Beck,Loser,5NTZM8YYeKM2YsGSffVIge,1994-03-01,66,0.0399,0.615,235000,0.616,0.000129,0.348,0.836,-10.39,0.133,170.77599999999995,6
Nofx,Don't Call Me White,0cntShbC3GmWXygfH98brk,1994-07-19,56,2.2e-05,0.329,153427,0.919,9.7e-05,0.35100000000000003,0.319,-8.215,0.0754,93.078,9
AlejandroFernández,No,60tK9PZkMuCb5Uwv28oIJM,1994-05-27,63,0.573,0.527,195267,0.224,6.28e-06,0.28300000000000003,0.314,-11.76,0.0282,86.23,2
BandaElRecodo,La Quebradora,6btlotyCLtZUlZogXYSLCy,1994-03-11,53,0.485,0.5489999999999999,187023,0.779,2.9100000000000013e-05,0.126,0.961,-7.752999999999999,0.032,162.156,7
SophieB.Hawkins,As I Lay Me Down,6S8ZXzeXsfCj8qi9179McI,1994-07-21,54,0.645,0.519,248893,0.737,1.77e-06,0.271,0.6679999999999999,-8.7,0.0437,82.999,10
AnneMurray,Could I Have This Dance,7BCgPuJDZgPwOv1E4p6Cvq,1994-01-01,50,0.78,0.483,196467,0.341,0.00157,0.188,0.618,-9.833,0.0261,87.31,9
PinkFloyd,Coming Back to Life,1bQ4zbP8Fo0qAePTSOfYji,1994,56,0.464,0.28600000000000003,379241,0.499,0.000682,0.102,0.145,-11.095999999999998,0.044,176.437,0
Rancid,Salvation,6b769E9sQf0kZTILVjSDaH,1994-06-14,51,0.0039,0.47,173103,0.895,5.45e-05,0.29600000000000004,0.877,-8.083,0.0476,141.951,9
Nirvana,Something In The Way,1tlTFxB34VorrZnJNfRWcs,1994-11-01,55,0.6559999999999999,0.547,241533,0.335,0.000161,0.115,0.109,-13.304,0.0501,106.099,1
JeffBuckley,Lilac Wine,1StXVL5gClph4z4XzanYko,1994,58,0.8270000000000001,0.312,272920,0.0849,5.36e-05,0.0938,0.0673,-16.414,0.0374,96.039,7
Nirvana,Pennyroyal Tea,6DX6W2QXiVlKYQLrQN8y83,1994-11-01,56,0.306,0.4970000000000001,220507,0.474,1.82e-06,0.105,0.0411,-8.047,0.033,113.022,1
Korn,Faget,7kVrQ79jg4nd1r6H9CrmIk,1994-10-11,51,0.0224,0.473,349507,0.8440000000000001,2.82e-05,0.147,0.44,-6.5,0.095,88.431,9
GreenDay,Pulling Teeth,5z2XqieaqxpCJc3ntZ6Ye3,1994-02-01,52,0.00171,0.531,150827,0.872,0.0863,0.109,0.877,-5.064,0.0492,128.211,3
JeffBuckley,"Mama, You Been on My Mind - Studio Outtake - 1993",4yg2qSpnVAbQLPjCJTWwtY,1994-08-23,55,0.962,0.3670000000000001,205587,0.0527,0.006790000000000001,0.109,0.108,-17.684,0.0468,170.12400000000005,0
TheMagneticFields,Strange Powers,7ywp9MWERblgkSMoMBugC0,1994,50,0.526,0.6679999999999999,161613,0.677,2.43e-05,0.129,0.963,-8.154,0.0318,131.767,0
Nirvana,On A Plain,2RyiGdY33PR4aCTUolEhk7,1994-11-01,55,0.433,0.703,224733,0.795,0.0,0.453,0.631,-8.632,0.0409,117.946,1
Sade,Is It a Crime,6rdsexh3eZI7NJ6Ox2DWR5,1994-10-31,53,0.223,0.451,381560,0.376,0.00506,0.184,0.542,-10.398,0.0329,122.34,5
PearlJam,Immortality - Remastered,5TxUedy2CM04QihDdOFnsk,1994-11-22,56,0.0798,0.633,318067,0.5429999999999999,0.00671,0.0964,0.118,-9.142,0.0296,129.089,2
Selena,Fotos Y Recuerdos,0kQOWm8vYnQEb2gVWITaAA,1994,54,0.6509999999999999,0.515,157307,0.522,0.0,0.0509,0.926,-12.098,0.0333,179.692,3
Marisela,Enamorada y Herida,1MC8XHvKbSyX18S67FPBeY,1994,57,0.6809999999999999,0.465,207067,0.34,0.0,0.098,0.302,-13.941,0.0293,74.259,5
BeastieBoys,Sabotage - Remastered 2009,5FdEl2UUaCaN2cC70TbLbx,1994-05-23,51,0.0049700000000000005,0.32,178293,0.943,0.192,0.0984,0.49,-5.789,0.126,166.524,6
LosEnanitosVerdes,Mi Primer Dia Sin Ti,7eKkXV2jH4xGefItHAUk9g,1994-01-01,60,0.129,0.526,268600,0.649,0.0,0.271,0.408,-5.534,0.0241,83.405,9
BandaElRecodo,Vamonos de Fiesta,2WBdwIbWx9glAFgzuwqCEI,1994-03-11,52,0.368,0.601,188310,0.775,0.0,0.0535,0.961,-7.697,0.0333,159.109,5
BillWithers,Use Me,2WVz9Mtp3E8HCblGiu3nCv,1994-08-09,50,0.0474,0.747,228507,0.638,0.0013800000000000002,0.0751,0.961,-12.028,0.0537,154.708,11
Reel2Real TheMadStuntman ErickMorillo,"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix",6dHTkQYY3zdR9i9Nj0IGVW,1994-10-10,61,0.0394,0.863,230760,0.7809999999999999,0.000292,0.125,0.764,-8.546,0.0785,122.938,5
Selena,Techno Cumbia,2ZQB09LvHaOuMJBgCfOKHp,1994,52,0.5429999999999999,0.6609999999999999,227440,0.619,0.0,0.0883,0.952,-11.348,0.0757,181.967,6
ThugLife NateDogg,How Long Will They Mourn Me?,0ZU0XSkAUFqHxiXDMU5FzB,1994-01-01,53,0.0624,0.81,232947,0.613,0.0,0.353,0.45,-7.502999999999999,0.113,87.042,1
TheStoneRoses,Love Spreads,6JvEXmRh3l2acBzvqavgT9,1994-12-05,59,0.00265,0.435,347093,0.88,0.0014,0.436,0.593,-8.451,0.0448,91.116,2
Pantera,Becoming,3iV11AiIEDIOVjKy3kgjld,1994,51,0.00104,0.578,185093,0.8959999999999999,0.00513,0.126,0.5760000000000001,-5.699,0.0497,129.843,0
JeffBuckley,Grace,64SIlhd3BaHCCMSfajXG7l,1994,59,0.0253,0.545,322040,0.867,0.000225,0.221,0.188,-4.235,0.0354,127.873,11
Calo,Formas De Amor,0grtL2b9mfjf9mfOxVZJhP,1994-01-01,61,0.0456,0.732,242053,0.8390000000000001,0.031,0.0448,0.933,-7.947999999999999,0.0539,95.071,10
TheTokens,The Lion Sleeps Tonight (Wimoweh),2QbSGkb3TgghEHpjKCsznm,1994-08-11,54,0.759,0.433,161200,0.478,0.0,0.162,0.7509999999999999,-9.401,0.0336,121.946,5
Benny,Mía,7sZJnGa1a3iCm74SIiNRxU,1994-09-02,63,0.575,0.601,211560,0.536,0.0,0.16899999999999998,0.349,-6.349,0.0397,137.35399999999998,0
Helmet,Milquetoast,6IsnrcSZvmmd5db8QpQb91,1994-01-01,50,3.6e-05,0.48,233000,0.7929999999999999,0.197,0.0732,0.425,-10.209,0.0892,96.062,2
Radiohead,My Iron Lung,4dPKQxaraW6CG1rTBzV6DW,1995-03-28,56,0.056,0.242,276427,0.8590000000000001,0.116,0.38,0.6709999999999999,-8.4,0.0663,96.929,0
AliceInChains,Again,4ccNZzUTggy51RFvIzYRhT,1995-10-30,50,0.0007070000000000001,0.55,245000,0.868,0.0245,0.121,0.405,-6.2429999999999986,0.0461,123.153,7
RandyNewman LyleLovett,"You've Got a Friend in Me - From ""Toy Story"" / Duet",0tFlZBBAQFBwAHKpTOOv2Y,1995-01-01,52,0.6729999999999999,0.66,162213,0.358,2.89e-05,0.13699999999999998,0.313,-11.655,0.0318,106.996,8
Radiohead,The Bends,3aDUSpF3LexOr1lFKvPV2h,1995-03-28,55,0.0117,0.28800000000000003,246200,0.757,0.14,0.363,0.311,-8.065,0.0652,89.694,0
AlejandroFernández,Como Quien Pierde una Estrella,4tfawx7oL39IUS0GyOlmcP,1995,58,0.6409999999999999,0.438,213733,0.35,6.4e-05,0.115,0.568,-11.088,0.0302,163.11700000000005,10
WhitneyHouston,Exhale (Shoop Shoop) - from Waiting to Exhale - Original Soundtrack,1X3ypzPnyerpZuMqrDFK29,1995-11-07,53,0.401,0.6609999999999999,204333,0.394,0.0,0.119,0.107,-9.032,0.0318,137.954,1
OzzyOsbourne,See You on the Other Side,1Hs2MG2LBJaSPk7X0fzmfk,1995-10-23,51,0.00065,0.369,370427,0.705,0.000123,0.104,0.561,-7.138,0.0402,110.42,6
MichaelJackson,Stranger in Moscow,64KrFHj9p5AyCX2yZQr4YJ,1995-06-16,58,0.248,0.802,343960,0.468,0.0006,0.32,0.586,-8.629,0.0378,129.937,1
RaulinRodriguez,Medicina de Amor,2nTgr8A2F6dpxsuGsf6KSk,1995-11-15,52,0.35,0.6629999999999999,365253,0.421,1.31e-06,0.0314,0.921,-8.926,0.0538,146.202,1
Maná,Déjame Entrar,1PhVw6hO3HpBxd2QV4QPtg,1995-04-24,57,0.0468,0.785,261178,0.928,2.6e-05,0.0873,0.743,-3.46,0.0583,115.127,7
BandaElRecodo,Clave Privada,4m5hcZXjgM3iL1tWNCWaer,1995-03-11,53,0.5539999999999999,0.541,178013,0.3,0.0,0.0508,0.968,-11.050999999999998,0.0734,195.094,8
Radiohead,Black Star,6JzzI3YxHCcjZ7MCQS2YS1,1995-03-28,55,0.00312,0.28800000000000003,247040,0.555,0.0513,0.27,0.307,-7.431,0.0401,158.69899999999996,7
BobCarlisle,Butterfly Kisses,1mwCSKK0YRDsgnj2VwyZSU,1995-06-15,51,0.5429999999999999,0.386,340600,0.364,0.0,0.34700000000000003,0.105,-9.624,0.032,81.895,0
Thalía,Piel Morena,2Lv1EpgTXrZ2gzJfoNGVnw,1995-01-01,58,0.321,0.7440000000000001,282893,0.816,0.0,0.0329,0.897,-6.069,0.115,180.788,2
Shakira,Antologia,0KAqMRUSZwzG3dZLdDA4eH,1995-10-06,64,0.5,0.8390000000000001,254240,0.403,1.81e-06,0.0786,0.575,-11.059,0.0308,97.967,0
Blink-182,M+M's,6A82LV89Dc6eMJI4ocqwUS,1995,52,1.6e-05,0.194,159773,0.871,0.0273,0.0873,0.752,-7.9220000000000015,0.0465,159.41,9
GreenDay,Walking Contradiction,5Mhe8G8RHdQWR30lStPvO5,1995-10-10,52,0.0004730000000000001,0.456,151173,0.985,0.0,0.0839,0.8740000000000001,-2.597,0.0765,154.343,1
Stereolab,Lo Boob Oscillator,5DILJYk31ZXENMY26k3br1,1995,52,0.00241,0.358,396637,0.8690000000000001,0.102,0.129,0.797,-6.0760000000000005,0.0449,123.67,4
Ac/Dc,Ballbreaker,1TJX5KxBVqwqPPUPH16MFL,1995-09-22,56,0.000734,0.475,270760,0.862,0.00825,0.121,0.41,-5.7810000000000015,0.0629,127.253,2
IleneWoods MikeDouglas,"So This Is Love - From ""Cinderella""",1jlCTXvGEQpPuumICdSKzw,1995-01-01,51,0.883,0.278,92600,0.101,1.14e-06,0.116,0.222,-18.723,0.0373,88.601,4
AniDifranco,32 Flavors,6oipWwDsUB0XCoZfZeRBvW,1995-07-01,50,0.245,0.4920000000000001,367933,0.484,0.0128,0.128,0.146,-9.812,0.0658,91.395,8
Silverchair,Pure Massacre,7qCIP5KHYy9HuXbEEWzmC7,1995-03-27,52,0.000132,0.226,298641,0.823,6.409999999999999e-05,0.0891,0.406,-5.425,0.0421,183.80900000000003,2
ShaniaTwain,You Win My Love,2lKA9bNdd4kAoeHiufa0aK,1995-01-01,50,0.0165,0.7070000000000001,265600,0.802,0.0,0.0697,0.947,-8.943,0.0352,127.732,6
RickyMartin,"Te Extraño, Te Olvido, Te Amo",4S1bYWrLOC8smuy8kJzxKQ,1995-09-12,64,0.406,0.59,279000,0.597,2.28e-05,0.16899999999999998,0.466,-6.158,0.0275,121.051,9
LaLey,El Duelo,3XHg42QOqlevRU7jXRkAKk,1995-07-21,62,0.0568,0.55,194573,0.848,0.0141,0.322,0.547,-6.4220000000000015,0.045,107.069,4
Maná,No Ha Parado De Llover,0Rw7jcRFxo9ZaQt1aXl4vi,1995-04-24,55,0.0254,0.54,321318,0.919,0.0,0.36,0.449,-2.405,0.0443,157.673,2
AlejandroSanz,La fuerza del corazón,5c1w6xM8pFvXhMXQVUY42Q,1995-09-26,62,0.479,0.399,307053,0.53,1.36e-06,0.0719,0.35100000000000003,-7.176,0.0532,76.827,10
FleetwoodMac,I Do,3lKoKxbgDUmpRWyUQUjDvi,1995-10-10,51,0.596,0.665,268000,0.713,0.000767,0.111,0.738,-7.251,0.0264,120.483,2
Rancid,Olympia WA,0TE5Q3XEPkEfmyNtr47wWa,1995-08-15,51,0.0448,0.423,210627,0.959,0.0,0.34700000000000003,0.643,-4.613,0.107,166.919,7
SugarMinott,Good Thing Going,4MM4UlT0j7MePs9bMoi34N,1995,56,0.645,0.6709999999999999,197333,0.519,0.000368,0.31,0.939,-11.165,0.0376,77.532,1
MariahCarey,Open Arms,5zVY1h1jUFLhZ7fLBjMTK7,1995-09-26,54,0.6890000000000001,0.302,209267,0.327,0.0,0.0962,0.0928,-11.533,0.0342,104.343,8
MichaelJackson,Billie Jean,6vR5u5b8JeRESx5nZaIWx6,1995-06-16,56,0.0168,0.92,294000,0.579,0.0538,0.0419,0.8390000000000001,-5.519,0.0414,117.083,11
RealMccoy,Run Away,0ibYVniVLMJWvc3eNfYk8T,1995-03-28,50,0.000683,0.721,244133,0.924,0.003820000000000001,0.0817,0.6940000000000001,-8.282,0.0396,130.947,1
FrankSinatra,Learnin' The Blues,6rNOKdqa2lThuBIJOZXSVa,1996-01-01,53,0.516,0.489,181907,0.257,0.0,0.0578,0.593,-11.115,0.0363,127.012,9
Descendents,I'm The One,5XXiK8GZjjmCHpBpUEm9z5,1996-09-24,51,0.0102,0.391,135133,0.968,7.01e-05,0.446,0.647,-6.324,0.0625,90.481,0
VanHalen,Jump,6Fba9RZtC6vTY814JToDtP,1996-09-24,58,0.0745,0.547,239560,0.8220000000000001,0.00943,0.0645,0.774,-7.2010000000000005,0.0292,130.138,0
MatchboxTwenty,Hang,4nAk5rTFqrGcoAXLP2ppUl,1996-10-01,50,0.631,0.537,227333,0.301,6.29e-06,0.112,0.25,-12.508,0.0294,153.78,7
GalyGaliano,Me Bebí Tu Recuerdo,4qDw65LRA3tT1ZDmghkgFA,1996-02-29,59,0.547,0.584,199720,0.35200000000000004,0.000213,0.325,0.693,-7.882999999999999,0.0319,149.224,4
TracyBonham,Mother Mother,6WGaVdhY8uMWMgxiKpdLVy,1996-03-19,51,0.015,0.368,180733,0.626,0.0,0.201,0.622,-7.0820000000000025,0.0618,174.394,2
LosTemerarios,Al Otro Lado Del Sol,1mwR6Qc9LXL8Pya9RIVXBm,1996-01-01,51,0.17600000000000002,0.642,206293,0.611,0.00184,0.458,0.745,-9.975,0.032,111.892,6
Radiohead,Talk Show Host,2sy0icOIskeP2lCqgZiTyE,1996-01-22,56,0.277,0.535,281000,0.479,0.0285,0.139,0.504,-14.112,0.0311,88.84100000000002,5
LosTemerarios,Faltas Tú,0oRBV0T88U9tyiQlA4R30n,1996-01-01,50,0.355,0.48,224413,0.541,0.00419,0.123,0.273,-9.787,0.0271,93.019,2
GeorgeMichael,"Fastlove, Pt. 1",6SaeXxdt0Id6ZzmX0ZGTQK,1996-05-13,62,0.052000000000000005,0.735,324667,0.64,0.00102,0.345,0.551,-7.522,0.07200000000000001,104.444,10
SammiSmith,Help Me Make It Through The Night,2XWmbwp9FBAaFcSE9BLQzc,1996-01-01,52,0.605,0.5589999999999999,155533,0.35,0.000443,0.102,0.413,-12.01,0.0245,78.035,8
Dlg,Juliana,6K5UtSAXChS6Rpm2NZJnrF,1996,55,0.331,0.7140000000000001,296853,0.957,0.00929,0.0837,0.965,-3.616,0.0409,94.062,7
Cake,Frank Sinatra,5OLjhk2db14wAFMmWjrxGw,1996-09-17,50,0.184,0.679,241027,0.513,0.0242,0.177,0.5539999999999999,-9.2,0.0417,114.225,7
LosTemerarios,Una Lágrima Más,4Fnqj2sMVr4el2IOzF6FOO,1996-01-01,51,0.316,0.583,183400,0.642,7.049999999999999e-05,0.064,0.818,-7.576,0.0248,137.839,11
LosAngelesAzules,Mi Niña Mujer,5T01Xvq4sH0rakGkI1T5O5,1996-01-01,53,0.369,0.588,189040,0.516,4.97e-06,0.0688,0.728,-6.425,0.118,85.47200000000002,7
LosRelampagosDelNorte,Baraja de Oro,0JMCQaeVC8vV5OLSZJ4Rk9,1996,53,0.562,0.49,181533,0.544,0.0,0.232,0.88,-7.496,0.0341,170.31099999999995,8
LosTemerarios,Fueron Tus Palabras,3XGoARtNbZya1yp885jjAo,1996-01-01,50,0.0189,0.514,203747,0.5589999999999999,0.000147,0.394,0.679,-8.541,0.0258,99.939,2
KennyLattimore,For You,4fgQMbN9r8d9V2exSTsLFs,1996,50,0.737,0.633,236147,0.42,0.0,0.0727,0.482,-11.784,0.0352,137.69299999999998,4
RoseRoyce,Car Wash,07RgAeKIlahtqeCw25SkTu,1996-05-03,53,0.194,0.649,308000,0.443,5.820000000000001e-05,0.0514,0.7979999999999999,-15.71,0.116,117.67,9
PanchoBarraza,Mi Amor Y Mi Agonía,2LpDaTcq9mHmhIr43phoDd,1996-04-22,55,0.229,0.53,171410,0.515,3e-06,0.433,0.841,-8.033999999999999,0.0371,168.38099999999997,9
Intocable,No Te Vayas,7AM7gEehnVqElO1BD9h8dC,1996-01-01,54,0.16899999999999998,0.677,206400,0.742,2.56e-05,0.234,0.954,-7.6960000000000015,0.027000000000000003,96.296,8
Steelheart,WE ALL DIE YOUNG,0QTITeLFPONXy8qzJQk4Kt,1996,52,0.0413,0.32299999999999995,309187,0.5770000000000001,0.0352,0.0704,0.117,-7.237,0.0392,174.13,6
"""AdolescentSOrquesta""",Me Tengo Que Ir,3AK05RIuu30jqJ40cfOxLD,1996-01-10,59,0.258,0.451,280189,0.785,0.0,0.12,0.846,-4.7010000000000005,0.0362,96.831,2
Maxwell,Whenever Wherever Whatever,5qUNf2ihX0M4uY1qi9GMRp,1996-04-02,50,0.902,0.319,225333,0.232,0.000103,0.0873,0.29600000000000004,-14.57,0.0362,175.30900000000003,7
GrupoBryndis,Por Estar Pensando En Ti,4CxxcJUWq4dt0cDFhJyrKA,1996-01-01,51,0.484,0.721,237720,0.716,0.00361,0.129,0.7709999999999999,-8.156,0.0389,83.236,1
NadaSurf,Popular,48sJGpBLqQTs0sZ2ImHJof,1996-06-18,53,0.0075099999999999984,0.444,220587,0.884,8.94e-05,0.116,0.29600000000000004,-6.104,0.119,94.82,7
2Pac Jojo Kc,"How Do You Want It (ft. KC, Jojo)",6ZmLu4NAhMsuAXLkcLMBrb,1996,62,0.0346,0.763,287547,0.84,0.0,0.0601,0.748,-3.704,0.0929,92.477,8
BandaMachos,Chiquita bonita,1oyFVrHU6I2vRUSR1VVDKL,1996-08-26,51,0.171,0.8340000000000001,148267,0.373,0.0,0.0784,0.888,-14.187,0.0607,115.794,4
LosTemerarios,Me Empiezo a Enamorar,2F1Nv2lAuMqsVCVx47eyuW,1996-06-01,50,0.393,0.72,172133,0.555,4.15e-05,0.259,0.816,-9.353,0.0341,86.015,7
2Pac,Heaven Ain't Hard 2 Find,7yVrrN3wUi6xKOsMjddCic,1996,51,0.162,0.7829999999999999,239227,0.8170000000000001,0.0,0.0745,0.841,-5.341,0.11,174.25099999999995,7
LosCafres,Tus Ojos,6yyrsrci6u2nreFlhXSy3J,1997-09-01,66,0.0234,0.853,254865,0.48,0.000618,0.0323,0.815,-9.052,0.0512,92.157,8
BobDylan,Make You Feel My Love,6rfGPGghQL7SJmZPXprXIc,1997-09-30,56,0.78,0.375,211000,0.219,0.00141,0.109,0.197,-13.112,0.0288,143.447,1
EvaCassidy,Songbird,7G86DBnh06o8lrS5FLmriW,1997,60,0.851,0.384,224573,0.225,0.00547,0.13,0.154,-12.159,0.0281,153.488,7
"""AdolescentSOrquesta""",Persona Ideal,0u2LbmKA70atp4J59QUnHW,1997,61,0.4370000000000001,0.464,283273,0.511,0.0,0.149,0.84,-11.815,0.0329,96.856,2
MichaelJackson,Blood on the Dance Floor,11lw4bWbmxWIETHitBU0Gc,1997-05-11,58,0.0135,0.807,253000,0.741,0.0316,0.06,0.5579999999999999,-4.472,0.083,108.989,1
EllaFitzgerald LouisArmstrong,The Nearness Of You,39CdOo5GPGSIdxWDvyyWkr,1997-05-20,54,0.926,0.409,342960,0.105,0.0,0.126,0.239,-17.849,0.0484,81.884,6
